c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,Mileage(Kmpl),Seats,oem,model,modelYear,variantName,price,kilometers_driven,ownerNo,Driver Airbag,Passenger Airbag,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,model_freq,variantName_freq,color_freq,drive_type_freq,tyre_type_freq,Insurance Type_Comprehensive,Insurance Type_Third Party,Fuel Type_Cng,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Lpg,Fuel Type_Petrol,Body Type_Convertibles,Body Type_Coupe,Body Type_Hatchback,Body Type_Hybrids,Body Type_MUV,Body Type_Minivans,Body Type_Pickup Trucks,Body Type_SUV,Body Type_Sedan,Body Type_Wagon,transmission_Automatic,transmission_Manual,city_bangalore,city_chennai,city_delhi,city_hyderabad,city_jaipur,city_kolkata
188,5,Tubeless Radial,4,FWD,0,0,4445,1775,1700,Silver,19,6,Maruti,Maruti XL6,2021,Alpha,950000,10000,2,1,1,1,1,1,1,1,0,0,0.002031306010276019,0.002509260365635082,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
189,4,Tubeless Radial,4,FWD,0,0,4620,1775,1475,White,14,5,Toyota,Toyota Corolla Altis,2018,1.8 VL CVT,1124000,34339,2,1,1,1,1,1,1,1,0,0,0.004660054964750866,0.0002389771776795316,0.1977536145298124,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
190,5,Tubeless Radial,4,FWD,0,0,4315,1800,1645,Red,17,5,Kia,Kia Seltos,2020,HTK Plus G,1057000,15456,1,1,1,1,1,1,1,1,0,0,0.01135141593977775,0.0007169315330385948,0.09535189389413311,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
191,5,Tubeless Radial,4,FWD,0,0,4445,1775,1700,Silver,19,6,Maruti,Maruti XL6,2021,Alpha,950000,10000,2,1,1,1,1,1,1,1,0,0,0.002031306010276019,0.002509260365635082,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
192,5,Tubeless Radial,4,FWD,0,0,3610,1645,1560,Gray,20,5,Hyundai,Hyundai Santro,2018,Sportz BSIV,385000,68000,1,1,0,1,1,1,1,1,0,1,0.006093918030828056,0.0010753972995578922,0.06141713466363962,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
193,5,Tubeless Radial,4,FWD,0,0,4300,1785,1595,Silver,19,5,Maruti,Maruti SX4 S Cross,2021,Delta,875000,10000,1,1,1,1,1,1,1,1,0,0,0.003465169076353208,0.002031306010276019,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
194,5,Tubeless Radial,3,RWD,1,0,3995,1835,1826,Silver,18,7,Mahindra,Mahindra TUV 300,2017,mHAWK100 T8,520000,100000,1,1,1,1,1,1,1,1,0,1,0.0032261918986736765,0.0003584657665192974,0.25905126060461225,0.05102162743458,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
195,5,Tubeless Radial,3,RWD,1,0,3995,1835,1826,Red,18,7,Mahindra,Mahindra TUV 300,2019,T10,675000,59639,1,1,1,1,1,1,1,1,0,1,0.0032261918986736765,0.0003584657665192974,0.09535189389413311,0.05102162743458,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
196,5,Tubeless Radial,3,FWD,0,0,3715,1635,1565,Silver,23,5,Maruti,Maruti Celerio,2017,ZXI,360000,50000,1,1,0,1,1,1,1,1,0,1,0.0181622655036444,0.0071693153303859485,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
197,4,Tubeless Radial,4,FWD,1,0,4933,2086,1455,White,15,5,Audi,Audi A6,2016,35 TFSI,1795000,37000,1,1,1,1,1,1,1,1,0,0,0.00370414625403274,0.0002389771776795316,0.1977536145298124,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
198,4,Tubeless Radial,4,FWD,0,0,4425,1695,1505,White,17,5,Renault,Renault Scala,2013,RxL,235000,60000,2,1,1,1,1,1,1,1,0,0,0.0007169315330385948,0.0002389771776795316,0.1977536145298124,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
199,5,Tubeless Radial,3,4WD,1,0,3995,1775,1505,Blue,20,5,Hyundai,Hyundai i20 N Line,2022,N6 iMT Dual Tone BSVI,900000,8000,1,1,1,1,1,1,1,1,0,1,0.0008364201218783606,0.0002389771776795316,0.07229059624805831,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
200,5,Tubeless Radial,4,FWD,1,0,4296,1695,1685,Silver,25,7,Maruti,Maruti Ertiga,2017,SHVS ZDI Plus,800000,31000,1,1,1,1,1,1,1,1,0,0,0.009798064284860795,0.0003584657665192974,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
201,4,Tubeless Radial,4,FWD,0,0,3990,1680,1505,Silver,18,5,Honda,Honda Amaze,2016,S i-Vtech,357000,44890,1,0,0,1,1,1,1,1,0,1,0.020910503046959017,0.002867726132154379,0.15306488230374,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
202,5,Tubeless,4,FWD,0,0,4270,1780,1665,Silver,22,5,Hyundai,Hyundai Creta,2017,1.4 E Plus CRDi,620000,48752,2,1,1,1,1,1,1,1,0,1,0.023180786234914565,0.000597442944198829,0.25905126060461225,0.6674632572589317,0.1932130481539013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
203,5,Tubeless Radial,4,4WD,1,0,4661,1894,1786,Silver,14,6,Tata,Tata New Safari,2022,XZA Plus Gold 6 Str AT,2350000,10000,1,1,1,1,1,1,1,1,0,1,0.0027482375433146135,0.0001194885888397658,0.25905126060461225,0.2200979806428486,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
204,5,Tubeless Radial,3,FWD,0,0,3675,1715,1635,Red,18,5,Mahindra,Mahindra KUV 100,2017,mFALCON G80 K4 Plus 5str,372000,5151,1,1,1,1,1,1,1,1,1,1,0.002031306010276019,0.0001194885888397658,0.09535189389413311,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
205,5,Tubeless,3,4WD,0,0,3445,1515,1475,Blue,22,5,Maruti,Maruti Alto 800,2017,LXI,275000,28807,1,1,0,1,1,1,1,1,1,0,0.019476639980881824,0.017325845381766042,0.07229059624805831,0.2200979806428486,0.1932130481539013,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
206,5,Tubeless Radial,3,FWD,0,0,3565,1525,1590,Silver,18,5,Hyundai,Hyundai Santro Xing,2014,GL Plus,220000,30000,2,0,0,1,1,1,1,1,0,1,0.0071693153303859485,0.0004779543553590632,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
207,4,Tubeless Radial,4,FWD,0,0,4440,1695,1495,Silver,17,5,Honda,Honda City,2019,i-VTEC V,763000,20593,1,1,1,1,1,1,1,1,0,1,0.04421077787071335,0.0021507945991157845,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
208,5,Tubeless Radial,3,4WD,0,0,3990,1755,1523,Silver,19,5,Tata,Tata Altroz,2020,XZ BSVI,735000,10000,1,1,1,1,1,1,1,1,0,1,0.004062612020552038,0.0017923288325964871,0.25905126060461225,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
209,4,Tubeless Radial,4,FWD,0,0,3990,1680,1505,Silver,18,5,Honda,Honda Amaze,2015,EX i-Vtech,260000,82879,2,0,0,1,1,1,1,1,1,1,0.020910503046959017,0.0003584657665192974,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
210,4,Tubeless Radial,4,4WD,0,0,4549,1748,1489,Red,19,5,Honda,Honda City,2022,V MT,1015000,13407,1,1,1,1,1,1,1,1,0,0,0.04421077787071335,0.0038236348428725055,0.09535189389413311,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
211,5,Tubeless Radial,4,FWD,0,0,3700,1690,1595,Silver,21,5,Maruti,Maruti Ignis,2019,1.2 Sigma BSIV,410000,100000,1,1,1,1,1,1,1,1,1,0,0.0071693153303859485,0.0003584657665192974,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
212,5,Tubeless Radial,4,FWD,1,0,4395,1735,1690,Gray,25,7,Maruti,Maruti Ertiga,2018,VDI,791000,66000,1,1,1,1,1,1,1,1,0,0,0.009798064284860795,0.009320109929501733,0.06141713466363962,0.6674632572589317,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
213,5,Tubeless Radial,4,RWD,1,0,4585,1760,1760,Silver,13,7,Toyota,Toyota Innova,2015,2.5 G (Diesel) 7 Seater BS IV,745000,177000,1,1,1,1,1,1,1,1,0,1,0.006691360975026885,0.000597442944198829,0.15306488230374,0.05102162743458,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
214,5,Tubeless Radial,4,RWD,1,0,4735,1830,1795,Black,12,7,Toyota,Toyota Innova Crysta,2021,2.4 G 7 STR,1850000,21100,1,1,1,1,1,1,1,1,0,0,0.007288803919225714,0.0002389771776795316,0.051141116023419766,0.05102162743458,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
215,5,Radial,4,4WD,0,0,4285,1726,1976,Red,12,10,Tata,Tata Sumo Victa,2005,EX 10/7 Str BSII,110000,120000,1,0,0,1,0,1,1,0,1,1,0.0001194885888397658,0.0001194885888397658,0.09535189389413311,0.2200979806428486,0.025929023778229178,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
216,5,Tubeless,4,FWD,0,0,3585,1595,1550,Silver,20,5,Hyundai,Hyundai i10,2015,Sportz 1.1L,310000,100000,1,0,0,1,1,1,1,1,0,1,0.021866411757677142,0.0010753972995578922,0.25905126060461225,0.6674632572589317,0.1932130481539013,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
217,4,Runflat,6,FWD,1,0,5091,1902,1538,White,17,4,BMW,BMW 6 Series,2018,GT 630d Luxury Line,3900000,44227,1,1,1,1,1,1,1,1,0,0,0.0008364201218783606,0.0002389771776795316,0.1977536145298124,0.6674632572589317,0.00513800932010993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
218,5,Tubeless Radial,4,FWD,1,0,4705,1840,1850,Silver,13,7,Toyota,Toyota Fortuner,2015,4x2 AT,1350000,70000,3,1,1,1,1,1,1,1,0,1,0.0071693153303859485,0.0014338630660771896,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
219,5,Tubeless Radial,4,FWD,0,0,3999,1734,1601,Green,18,5,Honda,Honda WR-V,2019,i-VTEC VX,650000,45000,1,1,1,1,1,1,1,1,0,1,0.009798064284860795,0.006093918030828056,0.005376986497789461,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
220,5,Tubeless Radial,4,4WD,0,0,4500,1790,1675,Black,14,6,Hyundai,Hyundai Alcazar,2021,Signature,1600000,50000,1,1,1,1,1,1,1,1,0,1,0.0021507945991157845,0.0001194885888397658,0.051141116023419766,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
221,5,Tubeless Radial,4,4WD,0,0,3845,1735,1530,Red,22,5,Maruti,Maruti Swift,2019,VXI,449000,77042,1,1,1,1,1,1,1,1,0,0,0.041821006093918034,0.04026765443900108,0.09535189389413311,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
222,4,Tubeless Radial,3,4WD,0,0,3993,1677,1532,Silver,19,5,Tata,Tata Tigor,2021,XZ BSVI,517000,42325,1,1,1,1,1,1,1,1,0,1,0.002867726132154379,0.0017923288325964871,0.25905126060461225,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
223,5,Tubeless Radial,3,FWD,0,0,3971,1682,1469,Silver,16,5,Volkswagen,Volkswagen Polo,2017,1.2 MPI Comfortline,500000,50000,1,1,1,1,1,1,1,1,0,1,0.017564822559445574,0.0014338630660771896,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
224,5,Tubeless Radial,4,4WD,0,0,3845,1735,1530,Silver,22,5,Maruti,Maruti Swift,2015,ZXI,400000,37196,1,1,1,1,1,1,1,1,0,0,0.041821006093918034,0.0071693153303859485,0.25905126060461225,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225,5,Tubeless Radial,4,FWD,1,0,3995,1745,1510,Red,27,5,Maruti,Maruti Baleno,2017,1.3 Delta,460000,61530,1,1,1,1,1,1,1,1,0,1,0.03524913370773091,0.0010753972995578922,0.09535189389413311,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
226,5,Tubeless Radial,4,FWD,0,0,3995,1760,1555,White,17,5,Hyundai,Hyundai i20 Active,2016,1.2 SX Dual Tone,580000,48000,1,1,1,1,1,1,1,1,0,1,0.002867726132154379,0.0002389771776795316,0.1977536145298124,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
227,5,Tubeless Radial,4,FWD,1,0,3995,1790,1640,Silver,24,5,Maruti,Maruti Vitara Brezza,2017,ZDi Plus Dual Tone,643000,74444,1,1,1,1,1,1,1,1,0,1,0.01111243876209822,0.0009559087107181264,0.25905126060461225,0.6674632572589317,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
228,5,Tubeless Radial,3,FWD,0,0,4000,1642,1522,Silver,16,5,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,200000,120000,1,1,1,1,1,1,1,1,0,0,0.0010753972995578922,0.0003584657665192974,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
229,5,Tubeless Radial,3,FWD,0,0,3565,1520,1567,Silver,22,5,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,411000,11768,1,1,1,1,1,1,1,1,0,1,0.005854940853148524,0.0027482375433146135,0.25905126060461225,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
230,5,Tubeless Radial,3,FWD,0,0,3731,1579,1474,Blue,22,5,Renault,Renault KWID,2020,RXT,384000,19715,2,1,1,1,1,1,1,1,1,1,0.01792328832596487,0.0029872147209941452,0.07229059624805831,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
231,5,Tubeless Radial,4,FWD,0,0,3999,1734,1601,Brown,18,5,Honda,Honda WR-V,2018,i-VTEC VX,500000,54581,1,1,1,1,1,1,1,1,0,1,0.009798064284860795,0.006093918030828056,0.03106703309833911,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
232,4,Tubeless Radial,4,FWD,1,0,4915,2086,1455,Gray,18,5,Audi,Audi A6,2014,2.0 TDI Premium Plus,1475000,34000,1,1,1,1,1,1,1,1,0,0,0.00370414625403274,0.001194885888397658,0.06141713466363962,0.6674632572589317,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
233,5,Tubeless,4,FWD,0,0,3985,1734,1505,Silver,19,5,Hyundai,Hyundai i20,2016,Sportz 1.2,500000,50000,2,1,1,1,1,1,1,1,0,1,0.03955072290596248,0.007886246863424543,0.25905126060461225,0.6674632572589317,0.1932130481539013,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
234,5,Tubeless Radial,3,FWD,0,0,3971,1682,1469,Silver,16,5,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,360000,40000,2,1,1,1,1,1,1,1,0,1,0.017564822559445574,0.0029872147209941452,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
235,5,Tubeless Radial,4,FWD,1,0,4705,1840,1850,Silver,13,7,Toyota,Toyota Fortuner,2015,4x2 AT,1450000,70000,4,1,1,1,1,1,1,1,0,1,0.0071693153303859485,0.0014338630660771896,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
236,5,Tubeless Radial,6,AWD,0,0,4697,1923,1624,Blue,14,5,Porsche,Porsche Macan,2016,2L,4200000,19600,3,1,1,1,1,1,1,1,0,0,0.0002389771776795316,0.0001194885888397658,0.07229059624805831,0.034890667941211616,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
237,5,Tubeless Radial,4,4WD,0,0,4435,1680,1765,White,15,7,Chevrolet,Chevrolet Tavera,2011,LS B4 - 7(C) seats BSIII,350000,120000,1,0,0,1,1,1,1,0,1,0,0.000597442944198829,0.0001194885888397658,0.1977536145298124,0.2200979806428486,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
238,5,Tubeless Radial,4,4WD,1,0,4648,2098,1661,Black,16,5,BMW,BMW X3,2012,xDrive20d,1199000,68000,1,1,1,1,1,1,1,1,0,0,0.0021507945991157845,0.0004779543553590632,0.051141116023419766,0.2200979806428486,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
239,4,Tubeless Radial,4,FWD,1,0,4413,1703,1550,Silver,21,5,Tata,Tata Manza,2014,Club Class Quadrajet90 LX,220000,70000,2,0,0,1,1,1,1,1,0,1,0.0016728402437567213,0.0002389771776795316,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
240,5,Tubeless,3,FWD,0,0,3765,1660,1520,Silver,24,5,Hyundai,Hyundai Grand i10,2016,CRDi Sportz,330000,50000,4,1,1,1,1,1,1,1,0,1,0.03106703309833911,0.0014338630660771896,0.25905126060461225,0.6674632572589317,0.1932130481539013,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
241,4,Tubeless Radial,3,4WD,0,0,3993,1677,1532,White,19,5,Tata,Tata Tigor,2021,XM BSVI,518000,70179,1,1,1,1,1,1,1,1,1,1,0.002867726132154379,0.0004779543553590632,0.1977536145298124,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
242,5,Tubeless Radial,3,FWD,0,0,3500,1600,1490,Green,19,5,Maruti,Maruti A-Star,2010,Lxi,141000,54501,1,0,0,1,0,1,1,1,1,0,0.0015533516549169554,0.0002389771776795316,0.005376986497789461,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
243,5,Tubeless Radial,4,4WD,1,0,4329,1813,1626,Silver,20,5,Renault,Renault Captur,2018,1.5 Diesel RXL,800000,20000,1,1,1,1,1,1,1,1,0,0,0.0008364201218783606,0.0002389771776795316,0.25905126060461225,0.2200979806428486,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
244,5,Tubeless,3,4WD,0,0,3445,1515,1475,Silver,22,5,Maruti,Maruti Alto 800,2016,LXI,227000,28651,1,1,0,1,1,1,1,1,1,0,0.019476639980881824,0.017325845381766042,0.25905126060461225,0.2200979806428486,0.1932130481539013,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
245,4,Tubeless Radial,4,FWD,0,0,4440,1695,1495,White,17,5,Honda,Honda City,2014,i VTEC V,372000,64787,2,1,1,1,1,1,1,1,0,1,0.04421077787071335,0.006093918030828056,0.1977536145298124,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
246,5,Tubeless Radial,4,FWD,1,0,4705,1840,1850,Gray,13,7,Toyota,Toyota Fortuner,2014,4x2 Manual,1300000,138726,1,1,1,1,1,1,1,1,0,1,0.0071693153303859485,0.0009559087107181264,0.06141713466363962,0.6674632572589317,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
247,5,Tubeless Radial,3,FWD,0,0,3655,1620,1675,Silver,22,5,Maruti,Maruti Wagon R,2019,VXI,437000,24147,1,1,0,1,1,1,1,1,0,1,0.02987214720994145,0.04026765443900108,0.15306488230374,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
248,4,Tubeless Radial,4,FWD,0,0,4620,1776,1475,White,14,5,Toyota,Toyota Corolla Altis,2017,VL AT,950000,65000,1,1,1,1,1,1,1,1,0,0,0.004660054964750866,0.0003584657665192974,0.1977536145298124,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
249,4,Tubeless Radial,4,FWD,0,0,4440,1695,1495,Silver,17,5,Honda,Honda City,2015,i VTEC VX,421000,79513,1,1,1,1,1,1,1,1,0,1,0.04421077787071335,0.0017923288325964871,0.15306488230374,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
250,5,Tubeless Radial,4,4WD,0,0,3940,1710,1505,Black,18,5,Hyundai,Hyundai i20,2010,1.2 Magna,193000,87845,1,0,0,1,1,1,1,0,1,1,0.03955072290596248,0.0014338630660771896,0.051141116023419766,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
251,5,Tubeless Radial,4,FWD,0,0,4265,1695,1685,Silver,16,7,Maruti,Maruti Ertiga,2015,ZXI,750000,20000,1,1,1,1,1,1,1,1,0,0,0.009798064284860795,0.0071693153303859485,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
252,4,Tubeless Radial,4,FWD,1,0,4644,1778,1453,Silver,15,5,Volkswagen,Volkswagen Jetta,2015,1.4 TSI Comfortline,599000,55000,1,1,1,1,1,1,1,1,0,0,0.0014338630660771896,0.0007169315330385948,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
253,5,Tubeless Radial,3,FWD,0,0,3700,1735,1655,White,18,6,Mahindra,Mahindra KUV 100 NXT,2020,G80 K4 Plus 6Str,470000,60000,2,1,1,1,1,1,1,1,1,1,0.0017923288325964871,0.0001194885888397658,0.1977536145298124,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
254,5,Tubeless Radial,4,FWD,0,0,3610,1680,1500,Silver,19,5,Honda,Honda Brio,2014,S MT,335000,47183,1,0,0,1,1,1,1,1,0,1,0.00740829250806548,0.004779543553590632,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
255,5,Tubeless Radial,4,RWD,1,0,4585,1765,1760,Silver,13,7,Toyota,Toyota Innova,2015,2.5 ZX Diesel 7 Seater,1050000,150000,1,1,1,1,1,1,1,1,0,1,0.006691360975026885,0.0003584657665192974,0.25905126060461225,0.05102162743458,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
256,4,Tubeless Radial,4,RWD,1,0,4868,1854,1471,Silver,14,5,Mercedes-Benz,Mercedes-Benz E-Class,2015,E250 CDI Avantgarde,2199000,41510,2,1,1,1,1,1,1,1,0,0,0.005496475086629227,0.0009559087107181264,0.15306488230374,0.05102162743458,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
257,4,Tubeless Radial,4,FWD,1,0,4570,1800,1465,Black,23,5,Hyundai,Hyundai Elantra,2017,1.6 SX,843000,54600,1,1,1,1,1,1,1,1,0,1,0.0032261918986736765,0.0027482375433146135,0.051141116023419766,0.6674632572589317,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
258,5,Tubeless Radial,4,4WD,0,0,0,0,0,Silver,0,5,Hyundai,Hyundai Santro Xing,2007,XL,0,20000,1,0,0,0,0,0,0,0,0,0,0.0071693153303859485,0.001194885888397658,0.25905126060461225,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
259,5,Tubeless Radial,3,4WD,0,0,3991,1739,1643,Silver,20,7,Renault,Renault Triber,2022,RXT,650000,4000,1,1,1,1,1,1,1,1,0,1,0.005257497908949695,0.0029872147209941452,0.15306488230374,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
